round,group_index,mode,classification,all_wrong,rollouts,scored,reward_mean,success_mean,retry_present
1,879,assisted,not_frontier,0,8,8,1.0,1.0,0
1,880,assisted,not_frontier,0,8,8,1.0,1.0,0
1,881,assisted,not_frontier,0,8,8,0.875,0.875,0
1,882,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,883,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,884,assisted,not_frontier,0,8,8,1.0,1.0,0
1,885,skill_free,not_frontier,0,8,8,0.125,0.125,0
1,886,assisted,not_frontier,0,8,8,0.75,0.75,0
1,887,assisted,not_frontier,0,8,8,1.0,1.0,0
1,888,assisted,not_frontier,0,8,8,1.0,1.0,0
1,889,assisted,not_frontier,0,8,8,1.0,1.0,0
1,890,assisted,not_frontier,0,8,8,1.0,1.0,0
1,891,assisted,not_frontier,0,8,8,1.0,1.0,0
1,892,assisted,not_frontier,0,8,8,0.875,0.875,0
1,893,assisted,not_frontier,0,8,8,1.0,1.0,0
1,894,assisted,not_frontier,0,8,8,0.875,0.875,0
1,895,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,896,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,897,assisted,not_frontier,0,8,8,1.0,1.0,0
1,898,assisted,not_frontier,0,8,8,1.0,1.0,0
1,899,skill_free,not_frontier,0,8,8,0.125,0.125,0
1,900,assisted,not_frontier,0,8,8,1.0,1.0,0
1,901,assisted,not_frontier,0,8,8,0.5,0.375,0
1,902,assisted,not_frontier,0,8,8,1.0,1.0,0
1,903,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,904,assisted,not_frontier,0,8,8,1.0,1.0,0
1,905,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,906,assisted,not_frontier,0,8,8,1.0,1.0,0
1,907,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,908,assisted,not_frontier,0,8,8,0.875,0.875,0
1,909,assisted,not_frontier,0,8,8,0.875,0.875,0
1,910,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,911,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,912,assisted,not_frontier,0,8,8,0.875,0.875,0
1,913,assisted,not_frontier,0,8,8,0.875,0.875,0
1,914,assisted,not_frontier,0,8,8,0.625,0.625,0
1,915,assisted,not_frontier,0,8,8,0.75,0.75,0
1,916,assisted,not_frontier,0,8,8,1.0,1.0,0
1,917,assisted,not_frontier,0,8,8,1.0,1.0,0
1,918,assisted,not_frontier,0,8,8,0.975,0.875,0
1,919,assisted,not_frontier,0,8,8,0.875,0.875,0
1,920,skill_free,not_frontier,0,8,8,0.5,0.5,0
1,921,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,922,assisted,not_frontier,0,8,8,1.0,1.0,0
1,923,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,924,assisted,not_frontier,0,8,8,1.0,1.0,0
1,925,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,926,assisted,not_frontier,0,8,8,1.0,1.0,0
1,927,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,928,assisted,not_frontier,0,8,8,1.0,1.0,0
1,929,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,930,assisted,not_frontier,0,8,8,1.0,1.0,0
1,931,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,932,assisted,not_frontier,0,8,8,1.0,1.0,0
1,933,skill_free,not_frontier,0,8,8,0.3333333333333333,0.25,0
1,934,assisted,not_frontier,0,8,8,1.0,1.0,0
1,935,assisted,not_frontier,0,8,8,1.0,1.0,0
1,936,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,937,assisted,not_frontier,0,8,8,0.875,0.875,0
1,938,assisted,not_frontier,0,8,8,0.125,0.125,0
1,939,assisted,not_frontier,0,8,8,1.0,1.0,0
1,940,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,941,assisted,not_frontier,0,8,8,1.0,1.0,0
1,942,assisted,not_frontier,0,8,8,1.0,1.0,0
1,943,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,944,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,945,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,946,assisted,not_frontier,0,8,8,1.0,1.0,0
1,947,assisted,not_frontier,0,8,8,1.0,1.0,0
1,948,assisted,not_frontier,0,8,8,1.0,1.0,0
1,949,assisted,not_frontier,0,8,8,0.375,0.375,0
1,950,assisted,not_frontier,0,8,8,0.25,0.25,0
1,951,assisted,not_frontier,0,8,8,0.375,0.375,0
1,952,assisted,not_frontier,0,8,8,0.75,0.75,0
1,953,assisted,not_frontier,0,8,8,0.875,0.875,0
1,954,assisted,not_frontier,0,8,8,1.0,1.0,0
1,955,assisted,not_frontier,0,8,8,0.8181818181818181,0.75,0
1,956,assisted,not_frontier,0,8,8,1.0,1.0,0
1,957,assisted,not_frontier,0,8,8,1.0,1.0,0
1,958,assisted,not_frontier,0,8,8,1.0,1.0,0
1,959,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,960,assisted,full_skill_failure_pending_analysis,1,8,8,0.35714285714285715,0.0,1
1,961,assisted,not_frontier,0,8,8,1.0,1.0,0
1,962,assisted,not_frontier,0,8,8,1.0,1.0,0
1,963,assisted,not_frontier,0,8,8,1.0,1.0,0
1,964,assisted,not_frontier,0,8,8,0.875,0.875,0
1,965,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,966,assisted,not_frontier,0,8,8,1.0,1.0,0
1,967,assisted,not_frontier,0,8,8,1.0,1.0,0
1,968,assisted,full_skill_failure_pending_analysis,1,8,8,0.0625,0.0,1
1,969,assisted,not_frontier,0,8,8,1.0,1.0,0
1,970,assisted,not_frontier,0,8,8,1.0,1.0,0
1,971,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,972,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,973,assisted,not_frontier,0,8,8,1.0,1.0,0
1,974,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,975,assisted,not_frontier,0,8,8,1.0,1.0,0
1,976,assisted,not_frontier,0,8,8,0.5,0.5,0
1,977,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,978,assisted,not_frontier,0,8,8,0.75,0.75,0
1,979,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,980,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,981,assisted,not_frontier,0,8,8,1.0,1.0,0
1,982,assisted,not_frontier,0,8,8,1.0,1.0,0
1,983,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,984,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,985,assisted,not_frontier,0,8,8,1.0,1.0,0
1,986,assisted,not_frontier,0,8,8,0.25,0.25,0
1,987,assisted,not_frontier,0,8,8,1.0,1.0,0
1,988,skill_free,not_frontier,0,8,8,0.4027777777777778,0.125,0
1,989,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,990,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,991,assisted,not_frontier,0,8,8,1.0,1.0,0
1,992,assisted,not_frontier,0,8,8,1.0,1.0,0
1,993,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,994,assisted,not_frontier,0,8,8,0.875,0.875,0
1,995,assisted,not_frontier,0,8,8,0.75,0.75,0
1,996,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,997,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,998,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,999,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,1000,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1001,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1002,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1003,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1004,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1005,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1006,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1007,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1008,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1009,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1010,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1011,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1012,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1013,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1014,assisted,not_frontier,0,8,8,0.125,0.125,0
1,1015,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1016,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1017,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1018,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,1019,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1020,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1021,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1022,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1023,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1024,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1025,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1026,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1027,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1028,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1029,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1030,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1031,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1032,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1033,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1034,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1035,assisted,full_skill_failure_pending_analysis,1,8,8,0.06944444444444445,0.0,1
1,1036,assisted,not_frontier,0,8,8,0.125,0.125,0
1,1037,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1038,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1039,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1040,assisted,not_frontier,0,8,8,0.125,0.125,0
1,1041,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1042,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1043,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1044,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1045,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1046,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1047,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1048,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1049,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1050,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1051,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1052,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1053,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1054,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1055,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1056,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1057,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1058,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1059,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1060,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1061,assisted,not_frontier,0,8,8,0.25,0.25,0
1,1062,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1063,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1064,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1065,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1066,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1067,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1068,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1069,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1070,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1071,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1072,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,1073,skill_free,not_frontier,0,8,8,0.5,0.5,0
1,1074,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1075,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1076,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1077,assisted,not_frontier,0,8,8,0.25,0.25,0
1,1078,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1079,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1080,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1081,assisted,not_frontier,0,8,8,0.625,0.25,0
1,1082,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1083,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1084,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1085,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1086,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1087,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1088,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1089,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1090,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1091,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1092,assisted,not_frontier,0,8,8,0.375,0.375,0
1,1093,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1094,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1095,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1096,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1097,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1098,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1099,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1100,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1101,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1102,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1103,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1104,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1105,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1106,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1107,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1108,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1109,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1110,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1111,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1112,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1113,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1114,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1115,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1116,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1117,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1118,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1119,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1120,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1121,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1122,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1123,assisted,not_frontier,0,8,8,0.5,0.5,0
1,1124,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1125,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1126,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1127,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1128,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1129,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1130,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1131,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1132,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1133,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1134,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1135,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1136,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1137,assisted,not_frontier,0,8,8,0.375,0.375,0
1,1138,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1139,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1140,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1141,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1142,assisted,not_frontier,0,8,8,0.6666666666666666,0.5,0
1,1143,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1144,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1145,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1146,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1147,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1148,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1149,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1150,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1151,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1152,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1153,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1154,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1155,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1156,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1157,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1158,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1159,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1160,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1161,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1162,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1163,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1164,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1165,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1166,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1167,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1168,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1169,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1170,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1171,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1172,skill_free,not_frontier,0,8,8,0.925,0.875,0
1,1173,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1174,skill_free,not_frontier,0,8,8,0.375,0.375,0
1,1175,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1176,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1177,assisted,not_frontier,0,8,8,0.9375,0.875,0
1,1178,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1179,assisted,not_frontier,0,8,8,0.6625,0.625,0
1,1180,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1181,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1182,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1183,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1184,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1185,assisted,full_skill_failure_pending_analysis,1,8,8,0.5,0.0,1
1,1186,assisted,not_frontier,0,8,8,0.875,0.875,0
1,1187,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1188,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1189,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1190,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1191,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1192,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1193,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1194,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1195,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1196,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1197,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1198,skill_free,not_frontier,0,8,8,0.125,0.125,0
1,1199,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1200,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1201,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1202,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1203,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1204,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1205,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1206,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1207,assisted,not_frontier,0,8,8,0.5,0.5,0
1,1208,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1209,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1210,skill_free,not_frontier,0,8,8,0.625,0.625,0
1,1211,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1212,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1213,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1214,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1215,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1216,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1217,assisted,full_skill_failure_pending_analysis,1,8,8,0.5,0.0,1
1,1218,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1219,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1220,assisted,not_frontier,0,8,8,0.9375,0.875,0
1,1221,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1222,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1223,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1224,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1225,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1226,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1227,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1228,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1229,assisted,not_frontier,0,8,8,0.5,0.5,0
1,1230,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1231,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1232,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1233,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1234,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1235,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1236,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1237,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1238,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1239,assisted,not_frontier,0,8,8,0.375,0.375,0
1,1240,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1241,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1242,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,1243,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1244,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1245,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1246,assisted,not_frontier,0,8,8,0.625,0.625,0
1,1247,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1248,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1249,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1250,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1251,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,1252,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1253,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1254,assisted,not_frontier,0,8,8,0.5,0.5,0
1,1255,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1256,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1257,assisted,not_frontier,0,8,8,0.6,0.5,0
1,1258,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1259,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1260,assisted,not_frontier,0,8,8,0.375,0.375,0
1,1261,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1262,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1263,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1264,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1265,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1266,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1267,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,1268,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1269,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1270,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1271,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1272,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1273,assisted,not_frontier,0,8,8,0.5,0.5,0
1,1274,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1275,assisted,not_frontier,0,8,8,0.75,0.75,0
1,1276,assisted,not_frontier,0,8,8,1.0,1.0,0
1,1277,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,1278,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,1279,skill_free,not_frontier,0,8,8,0.75,0.75,0
2,1280,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1281,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1282,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1283,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1284,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1285,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1286,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1287,assisted,not_frontier,0,8,8,0.875,0.875,0
2,1288,skill_free,not_frontier,0,8,8,0.75,0.75,0
2,1289,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1290,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1291,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1292,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1293,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
2,1294,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1295,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1296,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1297,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1298,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1299,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1300,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1301,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1302,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1303,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1304,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1305,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1306,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
2,1307,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1308,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1309,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1310,skill_free,not_frontier,0,8,8,1.0,1.0,0
2,1311,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1312,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1313,assisted,not_frontier,0,8,8,0.75,0.75,0
2,1314,assisted,not_frontier,0,8,8,0.875,0.875,0
2,1315,assisted,not_frontier,0,8,8,1.0,1.0,0
2,1316,assisted,not_frontier,0,8,8,1.0,1.0,0
